Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
6a882db5b54e86ecf47546d5,M3- Rédiger la matrice de tests bout-en-bout,https://trello.com/c/CgvSkQat/19-m3-r%C3%A9diger-la-matrice-de-tests-bout-en-bout,,,ghizlanmisb,,0,,6,6,0,0,2026-08-24T10:54:33.263Z,6a882d5bacd186845d3a76ef,M3 - Expérimenter,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882de3be1fba198a5ef75d,M4- Définir rôles & permissions PostgreSQL,https://trello.com/c/jdu9DcK1/20-m4-d%C3%A9finir-r%C3%B4les-permissions-postgresql,,,meriembrd,,0,,5,5,0,0,2026-08-24T10:55:20.658Z,6a882dd12d54e837ecc4008e,M4- Sécuriser,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882dfb97f51a1e440b8539,M4- Externaliser les secrets (.env),https://trello.com/c/Qnw2kcdW/21-m4-externaliser-les-secrets-env,,,mohamed168,,0,,3,3,0,0,2026-08-27T09:37:55.676Z,6a882dd12d54e837ecc4008e,M4- Sécuriser,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e03a3d0f329b1e8d4ba,M4- Plan de gestion des incidents (watchdog MQTT),https://trello.com/c/zGWrCX0L/22-m4-plan-de-gestion-des-incidents-watchdog-mqtt,,,salaheddinekhalf,,0,,4,4,0,0,2026-08-24T09:56:08.125Z,6a882dd12d54e837ecc4008e,M4- Sécuriser,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e0f3a94995c1c26aa2a,M4- Mettre en place la trace d'audit,https://trello.com/c/hdemZFnj/23-m4-mettre-en-place-la-trace-daudit,,,meriembrd,,0,,5,5,0,0,2026-08-27T09:52:35.687Z,6a882dd12d54e837ecc4008e,M4- Sécuriser,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e37a1e1feb3a184b33f,M5- Rédiger le README,https://trello.com/c/LAh9kLfD/24-m5-r%C3%A9diger-le-readme,,,ghizlanmisb,,0,,6,6,0,0,2026-08-27T09:53:21.445Z,6a882e21dbf8edc85d0b5570,M5- Documenter,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e487ecc1ea9e64abd4e,M5- Documenter les workflows Fusion AI,https://trello.com/c/u7CpmYh0/25-m5-documenter-les-workflows-fusion-ai,,,mohamed168,,0,,4,4,0,0,2026-08-24T09:45:51.334Z,6a882e21dbf8edc85d0b5570,M5- Documenter,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e4e24301e49d150f0de,M5- Tenir le CHANGELOG à jour,https://trello.com/c/netF8Q8w/26-m5-tenir-le-changelog-%C3%A0-jour,,,salaheddinekhalf,,0,,4,4,0,0,2026-08-27T09:52:50.226Z,6a882e21dbf8edc85d0b5570,M5- Documenter,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e6a07aa653ab6637ff0,M5- Préparer le guide de démonstration,https://trello.com/c/ElX3qccY/27-m5-pr%C3%A9parer-le-guide-de-d%C3%A9monstration,,,ghizlanmisb,,0,,5,5,0,0,2026-08-27T09:53:04.598Z,6a882e21dbf8edc85d0b5570,M5- Documenter,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e7c9e25fadd1533b7e1,M6- Configurer la pipeline CI,https://trello.com/c/uixYIYQP/28-m6-configurer-la-pipeline-ci,,,mohamed168,,0,,5,5,0,0,2026-08-27T09:53:42.633Z,6a882e6fa8e0c4d76f971754,M6 · Livrer & surveiller,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e89677d6f71b7f09e2e,M6- Exporter & versionner les workflows Fusion AI,https://trello.com/c/jLobh4W2/29-m6-exporter-versionner-les-workflows-fusion-ai,,,mohamed168,,0,,4,4,0,0,2026-08-27T09:33:35.072Z,6a882e6fa8e0c4d76f971754,M6 · Livrer & surveiller,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882e955e6a96ed60f2d152,M6- Tester les workflows avant livraison,https://trello.com/c/YmRkFLaH/30-m6-tester-les-workflows-avant-livraison,,,"meriembrd, salaheddinekhalf",,0,,4,4,0,0,2026-08-27T09:56:05.961Z,6a882e6fa8e0c4d76f971754,M6 · Livrer & surveiller,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ea6a9aa96c83bb3c226,M6- Mettre en place le monitoring dashboard,https://trello.com/c/9Udlo74v/31-m6-mettre-en-place-le-monitoring-dashboard,,,ghizlanmisb,,0,,5,5,0,0,2026-08-27T09:56:27.520Z,6a882e6fa8e0c4d76f971754,M6 · Livrer & surveiller,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ebed290c771fd11936c,Câblage lecteur RFID + ESP32,https://trello.com/c/mQRezBMm/32-c%C3%A2blage-lecteur-rfid-esp32,,,salaheddinekhalf,,0,,3,3,0,0,2026-08-24T12:41:17.668Z,6a882eb5d22e7c303c8ea136,🔌 Arduino / ESP32,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ec500c4839bc5704206,Firmware : lecture UID + génération JSON,https://trello.com/c/p6JSDDpi/33-firmware-lecture-uid-g%C3%A9n%C3%A9ration-json,,,salaheddinekhalf,,0,,5,5,0,0,2026-08-24T12:41:32.398Z,6a882eb5d22e7c303c8ea136,🔌 Arduino / ESP32,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ecef224bcd262707319,Connexion Wi-Fi + client MQTT (publish),https://trello.com/c/Kek1xQpm/34-connexion-wi-fi-client-mqtt-publish,,,salaheddinekhalf,,0,,4,4,0,0,2026-08-24T12:44:27.991Z,6a882eb5d22e7c303c8ea136,🔌 Arduino / ESP32,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ed580d861ac8ff499b9,Test multi-badges (connu / inconnu),https://trello.com/c/9l3U45X3/35-test-multi-badges-connu-inconnu,,,"mohamed168, salaheddinekhalf",,0,,3,3,0,0,2026-08-24T12:44:40.198Z,6a882eb5d22e7c303c8ea136,🔌 Arduino / ESP32,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ee93a94995c1c28a315,Workflow Attendance (MQTT Trigger → PostgreSQL),https://trello.com/c/5MsaiUjy/36-workflow-attendance-mqtt-trigger-%E2%86%92-postgresql,,,"ghizlanmisb, meriembrd, salaheddinekhalf",,0,,6,6,0,0,2026-08-24T09:46:40.628Z,6a882ee09bc54783146764db,⚙️ Fusion AI — Workflows,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882eefa2d0805a034abe8a,Workflow Correction IA (nœud LLM),https://trello.com/c/ECN7ywzk/37-workflow-correction-ia-n%C5%93ud-llm,,,"ghizlanmisb, meriembrd, salaheddinekhalf",,0,,7,7,0,0,2026-08-24T09:47:01.241Z,6a882ee09bc54783146764db,⚙️ Fusion AI — Workflows,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882ef44aa69f8919229335,Workflow Analyse pédagogique,https://trello.com/c/raSQDsVC/38-workflow-analyse-p%C3%A9dagogique,,,"ghizlanmisb, meriembrd, salaheddinekhalf",,0,,5,5,0,0,2026-08-24T09:56:37.981Z,6a882ee09bc54783146764db,⚙️ Fusion AI — Workflows,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882efce84cd02a7a144107,Workflow Notification (Gmail / Slack),https://trello.com/c/yMRVUGbc/39-workflow-notification-gmail-slack,,,"ghizlanmisb, meriembrd, salaheddinekhalf",,0,,4,4,0,0,2026-08-24T09:47:21.026Z,6a882ee09bc54783146764db,⚙️ Fusion AI — Workflows,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f29af8e880a6e0e4352,"Jeu de données de simulation (étudiants, notes)",https://trello.com/c/7MJdQSUN/40-jeu-de-donn%C3%A9es-de-simulation-%C3%A9tudiants-notes,,,ghizlanmisb,,0,,4,4,0,0,2026-08-24T11:56:19.941Z,6a882f1fa94378495709ad89,📊 Sheets (données & KPI),6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f2f07daf285bb6b9394,Feuille de suivi des KPI de pilotage,https://trello.com/c/vE1956Ue/41-feuille-de-suivi-des-kpi-de-pilotage,,,ghizlanmisb,,0,,5,5,0,0,2026-08-24T11:56:37.208Z,6a882f1fa94378495709ad89,📊 Sheets (données & KPI),6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f36d49cf4025b95a41f,Export de secours (backup manuel),https://trello.com/c/1HpjZ3UN/42-export-de-secours-backup-manuel,,,meriembrd,,0,,3,3,0,0,2026-08-27T09:53:59.633Z,6a882f1fa94378495709ad89,📊 Sheets (données & KPI),6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f501c8b2856f7f6a4ff,Maquette du dashboard (wireframe),https://trello.com/c/lxwcuYfd/43-maquette-du-dashboard-wireframe,,,mohamed168,,0,,4,4,0,0,2026-08-27T09:59:22.337Z,6a882f473804d6a73bb9a59c,🖥️ Plateforme HTML/CSS,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f565e0dea774786a5f6,Intégration HTML/CSS du dashboard,https://trello.com/c/RjsQJlUv/44-int%C3%A9gration-html-css-du-dashboard,,,mohamed168,,0,,8,8,0,0,2026-08-27T10:00:29.501Z,6a882f473804d6a73bb9a59c,🖥️ Plateforme HTML/CSS,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f5ce7451fff00beeb83,Connexion dashboard ↔ PostgreSQL (API),https://trello.com/c/PEgawxpf/45-connexion-dashboard-%E2%86%94-postgresql-api,,,"meriembrd, mohamed168",,0,,5,5,0,0,2026-08-24T11:56:04.946Z,6a882f473804d6a73bb9a59c,🖥️ Plateforme HTML/CSS,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f62ffa51fe59d9b29a3,Page alertes & notifications,https://trello.com/c/p1XIFYCK/46-page-alertes-notifications,,,"mohamed168, salaheddinekhalf",,0,,4,4,0,0,2026-08-24T10:56:13.366Z,6a882f473804d6a73bb9a59c,🖥️ Plateforme HTML/CSS,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f7c256b3c4dfb1bbf9a,Schéma PostgreSQL (tables & relations),https://trello.com/c/S8ZvEki6/47-sch%C3%A9ma-postgresql-tables-relations,,,meriembrd,,0,,11,10,0,0,2026-08-24T10:56:30.289Z,6a882f6fec36586b0178ac1f,🗄️ Base de données,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f7ea6ab242850a0f8ad,Scripts de création + données de test,https://trello.com/c/0RcETvPl/48-scripts-de-cr%C3%A9ation-donn%C3%A9es-de-test,,,meriembrd,,0,,5,5,0,0,2026-08-27T10:00:51.069Z,6a882f6fec36586b0178ac1f,🗄️ Base de données,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f852c58e570a41e0871,Gestion des rôles & accès BDD,https://trello.com/c/S0F72bGX/49-gestion-des-r%C3%B4les-acc%C3%A8s-bdd,,,"meriembrd, mohamed168",,0,,4,4,0,0,2026-08-24T10:56:48.836Z,6a882f6fec36586b0178ac1f,🗄️ Base de données,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
6a882f8d8cbd5f11f8121043,Sauvegardes & export versionné,https://trello.com/c/N2Ct0cjy/50-sauvegardes-export-versionn%C3%A9,,,"meriembrd, mohamed168, salaheddinekhalf",,0,,3,3,0,0,2026-08-27T09:54:17.115Z,6a882f6fec36586b0178ac1f,🗄️ Base de données,6a8436db2e0084a9cfb03098,Projet Smart School KANBAN,false,,true,
